rep,id,group,time,y1
3,2,1,45,4.98673
3,2,1,50,10.60428
3,3,1,5,6.70728
3,3,1,10,3.97344
3,3,1,15,9.11162
3,3,1,20,7.81587
3,3,1,25,11.61123
3,3,1,30,8.06371
3,3,1,35,6.63652
3,3,1,40,11.35202
3,3,1,45,7.21186
3,3,1,50,11.63109
3,4,1,5,6.22737
3,4,1,10,3.04816
3,4,1,15,9.70112
3,4,1,20,4.93337
3,4,1,25,12.10624
3,4,1,30,6.24373
3,4,1,35,3.72485
3,4,1,40,7.7086
3,4,1,45,4.65568
3,4,1,50,10.71619
3,5,1,5,6.05832
3,5,1,10,4.03404
3,5,1,15,9.06835
3,5,1,20,6.07913
3,5,1,25,13.75617
3,5,1,30,9.97269
3,5,1,35,5.07996
3,5,1,40,12.4618
3,5,1,45,5.37238
3,5,1,50,11.01068
3,6,2,5,2.97154
3,6,2,10,2.36486
3,6,2,15,4.55397
3,6,2,20,3.15663
3,6,2,25,6.34903
3,6,2,30,3.95949
3,6,2,35,2.48253
3,6,2,40,5.73281
3,6,2,45,3.20855
3,6,2,50,6.35219
3,7,2,5,3.5896
3,7,2,10,1.58364
3,7,2,15,4.04459
3,7,2,20,2.77183
3,7,2,25,6.64642
3,7,2,30,4.32531
3,7,2,35,2.08715
3,7,2,40,4.49979
3,7,2,45,2.7858
3,7,2,50,5.4759
3,8,2,5,3.75464
3,8,2,10,2.21964
3,8,2,15,5.22663
3,8,2,20,3.81073
3,8,2,25,6.45903
3,8,2,30,5.29898
3,8,2,35,3.6275
3,8,2,40,6.39947
3,8,2,45,3.83928
3,8,2,50,7.31116
4,1,1,5,6.13678
4,1,1,10,3.72762
4,1,1,15,10.69509
4,1,1,20,5.09211
4,1,1,25,15.40735
4,1,1,30,7.29061
4,1,1,35,4.52922
4,1,1,40,9.21442
4,1,1,45,5.28546
4,1,1,50,12.23679
4,2,1,5,6.50818
4,2,1,10,2.86378
4,2,1,15,10.11636
4,2,1,20,5.59473
4,2,1,25,11.45556
4,2,1,30,6.36034
4,2,1,35,4.08039
4,2,1,40,8.335
4,2,1,45,4.98915
4,2,1,50,11.03041
4,3,1,5,7.62982
4,3,1,10,3.45274
4,3,1,15,14.03064
4,3,1,20,7.2184
4,3,1,25,15.43449
4,3,1,30,11.13684
4,3,1,35,5.25149
4,3,1,40,12.41367
4,3,1,45,6.92571
4,3,1,50,13.63367
4,4,1,5,5.88826
4,4,1,10,3.70284
4,4,1,15,10.0062
4,4,1,20,4.99018
4,4,1,25,11.77516
4,4,1,30,9.13673
4,4,1,35,4.65723
4,4,1,40,9.38951
4,4,1,45,6.40332
4,4,1,50,11.8831
4,5,1,5,6.94074
4,5,1,10,4.07745
4,5,1,15,9.67894
4,5,1,20,7.73472
4,5,1,25,13.32348
4,5,1,30,7.99562
4,5,1,35,5.08656
4,5,1,40,10.92234
4,5,1,45,6.98237
4,5,1,50,14.00431
4,6,2,5,2.61673
4,6,2,10,1.30575
4,6,2,15,4.2759
4,6,2,20,2.20978
4,6,2,25,5.09596
4,6,2,30,3.17478
4,6,2,35,1.33253
4,6,2,40,3.74547
4,6,2,45,2.43381
4,6,2,50,4.86343
4,7,2,5,3.25175
4,7,2,10,1.95158
4,7,2,15,6.01054
4,7,2,20,3.20064
4,7,2,25,5.79479
4,7,2,30,3.70215
4,7,2,35,2.05722
4,7,2,40,5.7117
4,7,2,45,3.66514
4,7,2,50,6.98386
4,8,2,5,3.5356
4,8,2,10,1.82918
4,8,2,15,5.8227
4,8,2,20,3.28302
4,8,2,25,6.91514
4,8,2,30,4.12993
4,8,2,35,2.48327
4,8,2,40,5.44658
4,8,2,45,2.79275
4,8,2,50,7.34602
5,1,1,5,5.8109
5,1,1,10,3.74725
5,1,1,15,10.31777
5,1,1,20,6.53236
5,1,1,25,14.56113
5,1,1,30,8.71965
5,1,1,35,6.05746
5,1,1,40,9.83917
5,1,1,45,7.75716
5,1,1,50,10.76241
5,2,1,5,6.40461
5,2,1,10,4.09656
5,2,1,15,11.22067
5,2,1,20,8.20208
5,2,1,25,11.75062
5,2,1,30,8.54241
5,2,1,35,4.45415
5,2,1,40,9.09579
5,2,1,45,7.9746
5,2,1,50,11.39956
5,3,1,5,5.75
5,3,1,10,3.51792
5,3,1,15,9.88248
5,3,1,20,5.10502
5,3,1,25,11.1549
5,3,1,30,7.64991
5,3,1,35,5.2509
5,3,1,40,7.66843
5,3,1,45,6.46983
5,3,1,50,11.64041
5,4,1,5,6.51802
5,4,1,10,3.41335
5,4,1,15,8.65067
5,4,1,20,5.42135
5,4,1,25,12.81769
5,4,1,30,8.77107
5,4,1,35,3.45185
5,4,1,40,7.97044
5,4,1,45,5.53698
5,4,1,50,11.22978
5,5,1,5,5.71222
5,5,1,10,3.86344
5,5,1,15,8.52764
5,5,1,20,6.06514
5,5,1,25,11.47112
5,5,1,30,9.0452
5,5,1,35,5.20327
5,5,1,40,9.92807
5,5,1,45,5.62202
5,5,1,50,10.59694
5,6,2,5,3.05831
5,6,2,10,2.28066
5,6,2,15,4.67187
5,6,2,20,3.52973
5,6,2,25,7.44111
5,6,2,30,4.44954
5,6,2,35,2.41577
5,6,2,40,6.23912
5,6,2,45,3.4372
5,6,2,50,5.99683
5,7,2,5,3.07545
5,7,2,10,1.79599
5,7,2,15,4.62154
5,7,2,20,2.82234
5,7,2,25,5.32461
5,7,2,30,3.51293
5,7,2,35,1.91824
5,7,2,40,4.35381
5,7,2,45,2.1872
5,7,2,50,5.38934
5,8,2,5,2.76211
5,8,2,10,1.72421
5,8,2,15,4.43778
5,8,2,20,2.42347
5,8,2,25,5.67011
5,8,2,30,3.77182
5,8,2,35,2.31851
5,8,2,40,4.70277
5,8,2,45,2.57837
5,8,2,50,6.59983
6,1,1,5,7.15921
6,1,1,10,4.55176
6,1,1,15,13.15787
6,1,1,20,6.44496
6,1,1,25,12.86212
6,1,1,30,7.94414
6,1,1,35,5.96871
6,1,1,40,9.32725
6,1,1,45,6.88453
6,1,1,50,12.86815
6,2,1,5,5.13484
6,2,1,10,4.44089
6,2,1,15,8.48046
6,2,1,20,5.8357
6,2,1,25,10.04992
6,2,1,30,7.87492
6,2,1,35,5.66155
6,2,1,40,10.10597
6,2,1,45,6.96715
6,2,1,50,13.88232
6,3,1,5,7.11398
6,3,1,10,4.15608
6,3,1,15,9.67745
6,3,1,20,6.50135
6,3,1,25,11.60513
6,3,1,30,7.7986
6,3,1,35,5.75269
6,3,1,40,9.75556
6,3,1,45,6.79902
6,3,1,50,11.99753
6,4,1,5,5.02617
6,4,1,10,3.58483
6,4,1,15,10.65742
6,4,1,20,6.90417
6,4,1,25,14.92051
6,4,1,30,7.63085
6,4,1,35,4.97663
6,4,1,40,7.84001
6,4,1,45,6.07747
6,4,1,50,12.37696
6,5,1,5,7.02394
6,5,1,10,3.00921
6,5,1,15,9.8787
6,5,1,20,6.44391
6,5,1,25,9.86179
6,5,1,30,8.17953
6,5,1,35,4.07472
6,5,1,40,9.42232
6,5,1,45,5.43113
6,5,1,50,11.69347
6,6,2,5,4.11653
6,6,2,10,2.93313
6,6,2,15,6.27422
6,6,2,20,4.32164
6,6,2,25,8.64203
6,6,2,30,5.89128
6,6,2,35,4.0736
6,6,2,40,6.16646
6,6,2,45,4.99209
6,6,2,50,7.42102
6,7,2,5,2.44804
6,7,2,10,1.13792
6,7,2,15,3.44444
6,7,2,20,1.65958
6,7,2,25,4.87344
6,7,2,30,2.22886
6,7,2,35,1.04685
6,7,2,40,3.11545
6,7,2,45,1.57735
6,7,2,50,5.17445
6,8,2,5,2.88687
6,8,2,10,2.27913
6,8,2,15,5.12554
6,8,2,20,3.59674
6,8,2,25,7.57565
6,8,2,30,4.02293
6,8,2,35,3.0115
6,8,2,40,5.37947
6,8,2,45,3.44656
6,8,2,50,6.6747
7,1,1,5,4.59986
7,1,1,10,2.73836
7,1,1,15,10.05078
7,1,1,20,4.21994
7,1,1,25,10.15491
7,1,1,30,6.06126
7,1,1,35,3.08466
7,1,1,40,9.01734
7,1,1,45,3.91669
7,1,1,50,10.32166
7,2,1,5,6.61753
7,2,1,10,3.84857
7,2,1,15,11.05992
7,2,1,20,5.30967
7,2,1,25,13.52527
7,2,1,30,7.28256
7,2,1,35,4.92667
7,2,1,40,10.15574
7,2,1,45,4.27939
7,2,1,50,10.50144
7,3,1,5,5.13589
7,3,1,10,4.44126
7,3,1,15,9.66368
7,3,1,20,6.83966
7,3,1,25,13.15927
7,3,1,30,9.62983
7,3,1,35,5.9175
7,3,1,40,9.92327
7,3,1,45,6.70238
7,3,1,50,12.17486
7,4,1,5,5.41488
7,4,1,10,3.67853
7,4,1,15,7.62781
7,4,1,20,6.6444
7,4,1,25,12.14392
7,4,1,30,7.1907
7,4,1,35,4.33158
7,4,1,40,8.81271
7,4,1,45,5.41475
7,4,1,50,12.46285
7,5,1,5,5.91161
7,5,1,10,4.05778
7,5,1,15,9.25915
7,5,1,20,6.83145
7,5,1,25,11.96442
7,5,1,30,5.83718
7,5,1,35,7.26814
7,5,1,40,9.65265
7,5,1,45,8.60152
7,5,1,50,12.25446
7,6,2,5,2.87387
7,6,2,10,1.63016
7,6,2,15,3.98709
7,6,2,20,3.02482
7,6,2,25,6.27906
7,6,2,30,3.82032
7,6,2,35,2.1315
7,6,2,40,4.73809
7,6,2,45,2.33956
7,6,2,50,4.53905
7,7,2,5,2.7063
7,7,2,10,2.10384
7,7,2,15,4.65247
7,7,2,20,2.70899
7,7,2,25,6.10995
7,7,2,30,3.49279
7,7,2,35,2.18624
7,7,2,40,4.42327
7,7,2,45,3.40219
7,7,2,50,5.25697
7,8,2,5,3.10685
7,8,2,10,2.46841
7,8,2,15,5.00977
7,8,2,20,3.50683
7,8,2,25,6.74682
7,8,2,30,4.68828
7,8,2,35,2.56246
7,8,2,40,6.76791
7,8,2,45,3.08028
7,8,2,50,5.98122
8,1,1,5,7.87466
8,1,1,10,4.09101
8,1,1,15,10.51066
8,1,1,20,8.28918
8,1,1,25,15.26539
8,1,1,30,7.41397
8,1,1,35,7.32145
8,1,1,40,11.65934
8,1,1,45,6.71928
8,1,1,50,15.51805
8,2,1,5,7.39991
8,2,1,10,3.80017
8,2,1,15,12.48056
8,2,1,20,7.51708
8,2,1,25,14.57663
8,2,1,30,9.11532
8,2,1,35,6.61115
8,2,1,40,11.52389
8,2,1,45,7.95905
8,2,1,50,12.70739
8,3,1,5,5.40709
8,3,1,10,3.50624
8,3,1,15,10.20643
8,3,1,20,4.42582
8,3,1,25,12.53188
8,3,1,30,6.82418
8,3,1,35,4.60455
8,3,1,40,9.21659
8,3,1,45,5.85748
8,3,1,50,10.41019
8,4,1,5,6.39054
8,4,1,10,3.66276
8,4,1,15,11.80031
8,4,1,20,6.32608
8,4,1,25,12.73007
8,4,1,30,8.67286
8,4,1,35,4.47932
8,4,1,40,9.26648
8,4,1,45,6.34893
8,4,1,50,11.53085
8,5,1,5,6.42638
8,5,1,10,3.16499
8,5,1,15,10.9023
8,5,1,20,5.2416
8,5,1,25,11.4141
8,5,1,30,7.25034
8,5,1,35,4.91877
8,5,1,40,10.05964
8,5,1,45,6.94304
8,5,1,50,13.19753
8,6,2,5,3.85569
8,6,2,10,2.73464
8,6,2,15,5.39233
8,6,2,20,4.49855
8,6,2,25,7.33708
8,6,2,30,5.89742
8,6,2,35,3.05097
8,6,2,40,6.20169
8,6,2,45,3.43409
8,6,2,50,7.14646
8,7,2,5,2.34063
8,7,2,10,1.00261
8,7,2,15,4.06703
8,7,2,20,1.99705
8,7,2,25,5.40998
8,7,2,30,2.4446
8,7,2,35,1.01631
8,7,2,40,3.44846
8,7,2,45,1.55714
8,7,2,50,4.26515
8,8,2,5,3.06621
8,8,2,10,2.49369
8,8,2,15,4.72442
8,8,2,20,4.00008
8,8,2,25,6.25477
8,8,2,30,4.74952
8,8,2,35,3.03299
8,8,2,40,6.74665
8,8,2,45,3.91276
8,8,2,50,6.55784
9,1,1,5,8.0127
9,1,1,10,4.94987
9,1,1,15,9.49692
9,1,1,20,8.79419
9,1,1,25,14.16712
9,1,1,30,10.37209
9,1,1,35,7.34742
9,1,1,40,12.69767
9,1,1,45,8.16537
9,1,1,50,15.55306
9,2,1,5,6.54277
9,2,1,10,4.95593
9,2,1,15,10.4597
9,2,1,20,7.5336
9,2,1,25,15.47457
9,2,1,30,10.03707
9,2,1,35,5.23509
9,2,1,40,10.50866
9,2,1,45,6.01618
9,2,1,50,11.38268
9,3,1,5,6.28362
9,3,1,10,4.87085
9,3,1,15,10.58486
9,3,1,20,7.87278
9,3,1,25,14.67787
9,3,1,30,11.90879
9,3,1,35,7.0207
9,3,1,40,10.50825
9,3,1,45,8.87285
9,3,1,50,13.0957
9,4,1,5,4.30791
9,4,1,10,2.78331
9,4,1,15,8.6771
9,4,1,20,4.19984
9,4,1,25,9.90482
9,4,1,30,4.15961
9,4,1,35,2.62149
9,4,1,40,7.15102
9,4,1,45,4.48192
9,4,1,50,10.43977
9,5,1,5,5.0247
9,5,1,10,2.93311
9,5,1,15,9.6633
9,5,1,20,6.16472
9,5,1,25,10.22302
9,5,1,30,6.54565
9,5,1,35,3.92339
9,5,1,40,8.77289
9,5,1,45,4.54136
9,5,1,50,11.69361
9,6,2,5,2.97185
9,6,2,10,2.13257
9,6,2,15,5.0685
9,6,2,20,3.58625
9,6,2,25,6.35673
9,6,2,30,4.18599
9,6,2,35,2.92699
9,6,2,40,4.98555
9,6,2,45,3.60543
9,6,2,50,7.03076
9,7,2,5,3.64125
9,7,2,10,2.23003
9,7,2,15,5.13413
9,7,2,20,2.96454
9,7,2,25,6.67531
9,7,2,30,4.77698
9,7,2,35,3.13621
9,7,2,40,5.26837
9,7,2,45,3.34929
9,7,2,50,8.28593
9,8,2,5,2.94573
9,8,2,10,2.18217
9,8,2,15,5.28051
9,8,2,20,3.7666
9,8,2,25,5.92346
9,8,2,30,4.55316
9,8,2,35,2.99074
9,8,2,40,5.87238
9,8,2,45,4.13605
9,8,2,50,6.05941
10,1,1,5,10.84465
10,1,1,10,5.81581
10,1,1,15,12.61332
10,1,1,20,11.83355
10,1,1,25,22.10016
10,1,1,30,14.69823
10,1,1,35,9.16347
10,1,1,40,16.62216
10,1,1,45,12.00388
10,1,1,50,20.62894
10,2,1,5,8.36572
10,2,1,10,3.74699
10,2,1,15,11.68387
10,2,1,20,7.10584
10,2,1,25,12.81919
10,2,1,30,9.7797
10,2,1,35,6.00551
10,2,1,40,11.35875
10,2,1,45,7.44221
10,2,1,50,14.80342
10,3,1,5,5.12739
10,3,1,10,3.52349
10,3,1,15,8.24616
10,3,1,20,4.66397
10,3,1,25,10.36531
10,3,1,30,7.68454
10,3,1,35,4.67037
10,3,1,40,7.99235
10,3,1,45,6.64111
10,3,1,50,11.7937
10,4,1,5,7.54033
10,4,1,10,4.33704
10,4,1,15,10.92693
10,4,1,20,6.18098
10,4,1,25,13.49909
10,4,1,30,9.97149
10,4,1,35,7.18161
10,4,1,40,10.74367
10,4,1,45,8.51912
10,4,1,50,13.30974
10,5,1,5,4.47842
10,5,1,10,2.54556
10,5,1,15,6.74347
10,5,1,20,4.43937
10,5,1,25,10.47041
10,5,1,30,5.47247
10,5,1,35,3.21912
10,5,1,40,7.16999
10,5,1,45,3.96321
10,5,1,50,8.02211
10,6,2,5,2.91699
10,6,2,10,2.2714
10,6,2,15,5.27293
10,6,2,20,3.84147
10,6,2,25,7.31209
10,6,2,30,3.80136
10,6,2,35,2.98147
10,6,2,40,6.12746
10,6,2,45,3.81476
10,6,2,50,6.12602
10,7,2,5,2.45588
10,7,2,10,1.43769
10,7,2,15,5.09836
10,7,2,20,2.41513
10,7,2,25,5.7338
10,7,2,30,3.23238
10,7,2,35,1.60409
10,7,2,40,3.83261
10,7,2,45,2.08576
10,7,2,50,5.46232
10,8,2,5,3.46181
10,8,2,10,1.74974
10,8,2,15,5.01245
10,8,2,20,2.5578
10,8,2,25,7.97991
10,8,2,30,3.6223
10,8,2,35,2.01221
10,8,2,40,5.09186
10,8,2,45,2.71189
10,8,2,50,6.13736
